title,link,abstract,authors,created
Brede Tools and Federating Online Neuroinformatics Databases,/article/10.1007/s12021-013-9183-4,As open science neuroinformatics databases the Brede Database and Brede Wiki seek to make distribution and federation of their content as easy and transparent as possible. The databases rely on simple formats and allow other online tools to reuse their content. This paper describes the possible interconnections on different levels between the Brede tools and other databases.,Finn Årup Nielsen,2013-05-11
Brain transcriptome atlases: a computational perspective,/article/10.1007/s00429-016-1338-2,"The immense complexity of the mammalian brain is largely reflected in the underlying molecular signatures of its billions of cells. Brain transcriptome atlases provide valuable insights into gene expression patterns across different brain areas throughout the course of development. Such atlases allow researchers to probe the molecular mechanisms which define neuronal identities, neuroanatomy, and patterns of connectivity. Despite the immense effort put into generating such atlases, to answer fundamental questions in neuroscience, an even greater effort is needed to develop methods to probe the resulting high-dimensional multivariate data. We provide a comprehensive overview of the various computational methods used to analyze brain transcriptome atlases.","Ahmed Mahfouz, Sjoerd M. H. Huisman, ... Marcel J. T. Reinders",2016-12-01
Classification of medical images using the model for formation of viewing trajectory,/article/10.1134/S1054661815040203,"This work considers how the research vision behavior model is used to analyze medical images. An viewing trajectory was formed for each image; the distribution of the frequencies of its angular parameters and the distribution of the considered fields were estimated. The correlation coefficient for images of the same class varied within 0.62–0.89, whereas the correlation coefficient in comparing images of different classes was less than 0.3.","V. A. Osinov, E. S. Pel’meneva, D. G. Shaposhnikov",2015-10-01
The global landscape of cognition: hierarchical aggregation as an organizational principle of human cortical networks and functions,/article/10.1038/srep18112,"Though widely hypothesized, limited evidence exists that human brain functions organize in global gradients of abstraction starting from sensory cortical inputs. Hierarchical representation is accepted in computational networks and tentatively in visual neuroscience, yet no direct holistic demonstrations exist in vivo. Our methods developed network models enriched with tiered directionality, by including input locations, a critical feature for localizing representation in networks generally. Grouped primary sensory cortices defined network inputs, displaying global connectivity to fused inputs. Depth-oriented networks guided analyses of fMRI databases (~17,000 experiments;~1/4 of fMRI literature). Formally, we tested whether network depth predicted localization of abstract versus concrete behaviors over the whole set of studied brain regions. For our results, new cortical graph metrics, termed network-depth, ranked all databased cognitive function activations by network-depth. Thus, we objectively sorted stratified landscapes of cognition, starting from grouped sensory inputs in parallel, progressing deeper into cortex. This exposed escalating amalgamation of function or abstraction with increasing network-depth, globally. Nearly 500 new participants confirmed our results. In conclusion, data-driven analyses defined a hierarchically ordered connectome, revealing a related continuum of cognitive function. Progressive functional abstraction over network depth may be a fundamental feature of brains and is observed in artificial networks.","P. Taylor, J. N. Hobbs, ... H. T. Siegelmann",2015-12-16
Investigation of the physical processes in BISPIN structures in pulsation mode,/article/10.1134/S1063739715070057,The mechanisms of the formation of the peak value of the electronic component of the total current through a BISPIN-device in various modes of pulsation are considered. The results of the experimental and theoretical studies of the electronic component of the current through the structure on the supply voltage and load resistance are given. A theoretical model to explain the observed dependence is proposed. A good agreement between the calculated and experimental results is obtained.,"D. V. Bykov, F. I. Grigor’ev, ... N. I. Strogankova",2015-11-14
Special Issue on Autonomous Learning,/article/10.1007/s13218-015-0392-x,"The ability to learn is a central aspect of human and animal intelligence. We adapt and improve our behaviour continuously when interacting with our environment—it is impossible for a human not to ‘learn’ from ubiquitous environmental clues and to adapt his/her behaviour accordingly. Learning from an explicit teacher signal (such as happens at school or university lectures) constitutes a minor part of human learning; the majority takes place in an autonomous way without explicit feedback or structuring of the learning task by a teacher. Interestingly, there are also attempts in pedagogic to not only individualise class teaching but to also put more emphasis on learner autonomy for a better learning effect and improved life-long learning abilities [1]. However, to date, existing paradigms of technical learning systems are still remote from the autonomy of human learning.","Barbara Hammer, Marc Toussaint",2015-09-18
"Neuroinformatics Database (NiDB) – A Modular, Portable Database for the Storage, Analysis, and Sharing of Neuroimaging Data",/article/10.1007/s12021-013-9194-1,"We present a modular, high performance, open-source database system that incorporates popular neuroimaging database features with novel peer-to-peer sharing, and a simple installation. An increasing number of imaging centers have created a massive amount of neuroimaging data since fMRI became popular more than 20 years ago, with much of that data unshared. The Neuroinformatics Database (NiDB) provides a stable platform to store and manipulate neuroimaging data and addresses several of the impediments to data sharing presented by the INCF Task Force on Neuroimaging Datasharing, including 1) motivation to share data, 2) technical issues, and 3) standards development. NiDB solves these problems by 1) minimizing PHI use, providing a cost effective simple locally stored platform, 2) storing and associating all data (including genome) with a subject and creating a peer-to-peer sharing model, and 3) defining a sample, normalized definition of a data storage structure that is used in NiDB. NiDB not only simplifies the local storage and analysis of neuroimaging data, but also enables simple sharing of raw data and analysis methods, which may encourage further sharing.","Gregory A. Book, Beth M. Anderson, ... Godfrey D. Pearlson",2013-08-04
"ESMRMB 2019, 36th Annual Scientific Meeting, Rotterdam, NL, October 3–October 5: Abstracts, Saturday",/article/10.1007/s10334-019-00755-1,Reprints and permissions,,2019-09-24
Pulsed Coherent Teragraphy: Imaging in the Terahertz Frequency Range,/article/10.1007/s11182-016-0664-4,Principles of recording the amplitudes and phases of wave fields in the terahertz (THz) frequency range are considered and methodology and schemes used for imaging in this range are analyzed. Generation of THz radiation by femtosecond optical pulses and registration of THz electric field waveforms allow the methods for holographic recording and image restoration to be developed. Results of the experiments on reconstruction of phase characteristics of THz field by the suggested holographic method are demonstrated and the influence of the experimental parameters on the quality of image restoration in time-resolved THz holography is analyzed.,V. G. Bespalov,2016-02-13
Can the activities of the large scale cortical network be expressed by neural energy? A brief review,/article/10.1007/s11571-015-9354-0,"This paper mainly discusses and summarize that the changes of biological energy in the brain can be expressed by the biophysical energy we constructed. Different from the electrochemical energy, the biophysical energy proposed in the paper not only can be used to simulate the activity of neurons but also be used to simulate the neural activity of large scale cortical networks, so that the scientific nature of the neural energy coding was discussed.","Rubin Wang, Yating Zhu",2015-09-03
"ESMRMB 2017, 34th Annual Scientific Meeting, Barcelona, ES, October 19–October 21: Electronic Posters / Paper Posters / Clinical Review Posters / Software Exhibits",/article/10.1007/s10334-017-0635-y,Reprints and permissions,,2017-10-09
27th Annual Computational Neuroscience Meeting (CNS*2018): Part One,/article/10.1186/s12868-018-0452-x,"BMC Neuroscience 2018, 19(Suppl 2):K1",,2018-10-29
Doubling up on the Fly: NeuroMorpho.Org Meets Big Data,/article/10.1007/s12021-014-9257-y,"Ascoli, G.A., Donohue, D.E., Halavi, M. (2007). NeuroMorpho.Org—A central resource for neuronal morphologies. Journal of Neuroscience, 27,9247–9251.","Sumit Nanda, M. Mowafak Allaham, ... Ruchi Parekh",2015-01-10
Proceedings of the 15th Annual UT-KBRIN Bioinformatics Summit 2016,/article/10.1186/s12859-016-1154-y,I1 Proceedings of the Fifteenth Annual UT- KBRIN Bioinformatics Summit 2016,"Eric C. Rouchka, Julia H. Chariker, ... David Hains",2016-08-19
NSDF: Neuroscience Simulation Data Format,/article/10.1007/s12021-015-9282-5,"Data interchange is emerging as an essential aspect of modern neuroscience. In the areas of computational neuroscience and systems biology there are multiple model definition formats, which have contributed strongly to the development of an ecosystem of simulation and analysis tools. Here we report the development of the Neuroscience Simulation Data Format (NSDF) which extends this ecosystem to the data generated in simulations. NSDF is designed to store simulator output across scales: from multiscale chemical and electrical signaling models, to detailed single-neuron and network models, to abstract neural nets. It is self-documenting, efficient, modular, and scalable, both in terms of novel data types and in terms of data volume. NSDF is simulator-independent, and can be used by a range of standalone analysis and visualization tools. It may also be used to store variety of experimental data. NSDF is based on the widely used HDF5 (Hierarchical Data Format 5) specification and is open, platform-independent, and portable.","Subhasis Ray, Chaitanya Chintaluri, ... Daniel K. Wójcik",2015-11-19
Rethinking the brain,/article/10.1038/519389a,"Critics of the European Human Brain Project were justified, says an independent report on the project. Both its governance and its scientific direction need to be adjusted.",,2015-03-24
A Community Spring For Neuroscience Data Sharing,/article/10.1007/s12021-014-9246-1,"I consider 2014 up to now a good year for neuroscience data sharing. This positive feeling is rooted in my personal experience with three interesting events that took place in the short span of five months during the first half of this year. While all three events occurred on US soil and were organized by American institutions, I believe they reflect an international trend. The world-wide reach of the implications for the field should be of interest to the readers of our journal and to all neuroinformatics stakeholders at large.",Giorgio A. Ascoli,2014-10-14
"A minimum-error, energy-constrained neural code is an instantaneous-rate code",/article/10.1007/s10827-016-0592-x,"Sensory neurons code information about stimuli in their sequence of action potentials (spikes). Intuitively, the spikes should represent stimuli with high fidelity. However, generating and propagating spikes is a metabolically expensive process. It is therefore likely that neural codes have been selected to balance energy expenditure against encoding error. Our recently proposed optimal, energy-constrained neural coder (Jones et al. Frontiers in Computational Neuroscience, 9, 61 2015) postulates that neurons time spikes to minimize the trade-off between stimulus reconstruction error and expended energy by adjusting the spike threshold using a simple dynamic threshold. Here, we show that this proposed coding scheme is related to existing coding schemes, such as rate and temporal codes. We derive an instantaneous rate coder and show that the spike-rate depends on the signal and its derivative. In the limit of high spike rates the spike train maximizes fidelity given an energy constraint (average spike-rate), and the predicted interspike intervals are identical to those generated by our existing optimal coding neuron. The instantaneous rate coder is shown to closely match the spike-rates recorded from P-type primary afferents in weakly electric fish. In particular, the coder is a predictor of the peristimulus time histogram (PSTH). When tested against in vitro cortical pyramidal neuron recordings, the instantaneous spike-rate approximates DC step inputs, matching both the average spike-rate and the time-to-first-spike (a simple temporal code). Overall, the instantaneous rate coder relates optimal, energy-constrained encoding to the concepts of rate-coding and temporal-coding, suggesting a possible unifying principle of neural encoding of sensory signals.","Erik C. Johnson, Douglas L. Jones, Rama Ratnam",2016-02-27
Models of the representation and clustering of semistructured information,/article/10.3103/S0147688215050135,"A scheme for solving the problem of binary clustering of semistructured information is proposed. Different methods for the representation of the raw data of the clustering problem are examined. Methods for the progressive reduction and successive merging of clusters, as well as the initial cluster arrangement model, are considered. Estimates of the number of clusters that are required to solve the clustering problem are given. A method of binary clustering of points on a circumference is proposed.",M. V. Khachumov,2015-12-01
A hysteresis micro ensemble as a basic element of an adaptive neural net,/article/10.3103/S1060992X15020113,"The paper offers a model of an ensemble of strongly connected neurons. As compared with a single neuron, such an aggregation is shown to reveal new properties: it has three stable states (inactive, semi-active, and active states) and demonstrates the hysteresis effect. These properties may enable the use of time inter-image correlations, competitive learning, image selection in recognition and higher noise robustness. These possibilities are regarded from the viewpoint of using the neural ensemble as a basic element of an adaptive neural net.","Yu. S. Prostov, Yu. V. Tiumentsev",2015-04-01
Performance of single and multi-atlas based automated landmarking methods compared to expert annotations in volumetric microCT datasets of mouse mandibles,/article/10.1186/s12983-015-0127-8,"Here we present an application of advanced registration and atlas building framework DRAMMS to the automated annotation of mouse mandibles through a series of tests using single and multi-atlas segmentation paradigms and compare the outcomes to the current gold standard, manual annotation.","Ryan Young, A. Murat Maga",2015-12-01
National Database for Autism Research (NDAR): Big Data Opportunities for Health Services Research and Health Technology Assessment,/article/10.1007/s40273-015-0331-6,"The National Database for Autism Research (NDAR) is a US National Institutes of Health (NIH)-funded research data repository created by integrating heterogeneous datasets through data sharing agreements between autism researchers and the NIH. To date, NDAR is considered the largest neuroscience and genomic data repository for autism research. In addition to biomedical data, NDAR contains a large collection of clinical and behavioral assessments and health outcomes from novel interventions. Importantly, NDAR has a global unique patient identifier that can be linked to aggregated individual-level data for hypothesis generation and testing, and for replicating research findings. As such, NDAR promotes collaboration and maximizes public investment in the original data collection. As screening and diagnostic technologies as well as interventions for children with autism are expensive, health services research (HSR) and health technology assessment (HTA) are needed to generate more evidence to facilitate implementation when warranted. This article describes NDAR and explains its value to health services researchers and decision scientists interested in autism and other mental health conditions. We provide a description of the scope and structure of NDAR and illustrate how data are likely to grow over time and become available for HSR and HTA.","Nalin Payakachat, J. Mick Tilford, Wendy J. Ungar",2015-10-07
The spectra of local minima in spin-glass models,/article/10.3103/S1060992X16010057,"The spectra of spin models have been investigated in computation experiments. For the Sherrington-Kirkpatrick and Edwards-Anderson models we have determined the basic spectral characteristics: the average depth of a local minimum, the spectrum width, the depth of the global minimum. The experimental data are used to build the relations between these quantities and the model dimensionality N and find their asymptotic values for N→ ∞.","B. Kryzhanovsky, M. Malsagov",2016-01-01
Increased spatial granularity of left brain activation and unique age/gender signatures: a 4D frequency domain approach to cerebral lateralization at rest,/article/10.1007/s11682-015-9463-8,"Cerebral lateralization is a well-studied topic. However, most of the research to date in functional magnetic resonance imaging (fMRI) has been carried out on hemodynamic fluctuations of voxels, networks, or regions of interest (ROIs). For example, cerebral differences can be revealed by comparing the temporal activation of an ROI in one hemisphere with the corresponding homotopic region in the other hemisphere. While this approach can reveal significant information about cerebral organization, it does not provide information about the full spatiotemporal organization of the hemispheres. The cerebral differences revealed in literature suggest that hemispheres have different spatiotemporal organization in the resting state. In this study, we evaluate cerebral lateralization in the 4D spatiotemporal frequency domain to compare the hemispheres in the context of general activation patterns at different spatial and temporal scales. We use a gender-balanced resting fMRI dataset comprising over 600 healthy subjects ranging in age from 12 to 71, that have previously been studied with a network specific voxel-wise and global analysis of lateralization (Agcaoglu, et al. NeuroImage, 2014). Our analysis elucidates significant differences in the spatiotemporal organization of brain activity between hemispheres, and generally more spatiotemporal fluctuation in the left hemisphere especially in the high spatial frequency bands, and more power in the right hemisphere in the low and middle spatial frequencies. Importantly, the identified effects are not visible in the context of a typical assessment of voxelwise, regional, or even global laterality, thus our study highlights the value of 4D spatiotemporal frequency domain analyses as a complementary and powerful tool for studying brain function.","O. Agcaoglu, R. Miller, ... V. D. Calhoun",2015-10-21
The Virtual Brain: a neuroinformatics platform for simulating large-scale brain network models,/article/10.1186/1471-2202-14-S1-P193,"TheVirtualBrain (TVB) is the first integrative neuroinformatics platform for the modeling of full brain network dynamics. TVB simulator, written in Python, enables the systematic model-based inference of neurophysiological mechanisms on different brain scales that underlie the generation of macroscopic commonly used neuroimaging signals (EEG, MEG, fMRI). In the framework of TVB we build full brain network models by incorporating biologically realistic large scale couplings of neural populations. The couplings within the network are captured by the space-time structure of the connectivity matrix, which defines the connection strengths and time delays via signal transmission between all network nodes. Researchers from computational, theoretical and clinical neuroscience can benefit of this tool. The web interface allows users without programming knowledge to access a powerful computing platform as well as visualization and analysis tools. Users with strong programming skills benefit of all the advantages provided by the Python programming through a shell interface.","Paula Sanz Leon, Marmaduke Woodman, ... Viktor Jirsa",2013-07-08
Adaptive control system for a mobile agent in a physical environment based on functional systems theory,/article/10.1134/S2079059715060131,"We previously developed an adaptive mobile agent control system based on functional systems theory and semantic probabilistic inference (Vityaev, 2008; Demin and Vityaev, 2008). In the present work, we extended the potential of the system by introducing the ability to control a robot in physical environment. On the one hand, this ability shows that the system can operate in the environment that animals function in. On the other hand, it allows testing of the developed algorithm on actual physical environment. We identified two objectives. The first was to extend the capabilities of the system so that it could operate effectively in the physical environment; in particular, it was necessary to add support for continuous sensors and carry out a simulated experiment. The second was to extend the semantic probabilistic inference for the case of continuous sensors. The system was supplemented with abilities to use sensors with continuous real signals and to vary the duration of its actions when selecting a way to achieve the goal. The benefits of the semantic probabilistic inference were preserved. We constructed a robotic platform for experiments in the physical environment. The platform could carry several types of sensors and move according to commands received wirelessly. To show the ability of acting in the physical environment, the system was supposed to learn how to find bricks scattered around the room. The developed algorithm made it possible to solve this task and generate a set of rules for the effective detection of bricks.","N. I. Putintsev, O. V. Isupov, E. E. Vityaev",2015-11-01
A Digital Repository and Execution Platform for Interactive Scholarly Publications in Neuroscience,/article/10.1007/s12021-015-9276-3,"The CARMEN Virtual Laboratory (VL) is a cloud-based platform which allows neuroscientists to store, share, develop, execute, reproduce and publicise their work. This paper describes new functionality in the CARMEN VL: an interactive publications repository. This new facility allows users to link data and software to publications. This enables other users to examine data and software associated with the publication and execute the associated software within the VL using the same data as the authors used in the publication. The cloud-based architecture and SaaS (Software as a Service) framework allows vast data sets to be uploaded and analysed using software services. Thus, this new interactive publications facility allows others to build on research results through reuse. This aligns with recent developments by funding agencies, institutions, and publishers with a move to open access research. Open access provides reproducibility and verification of research resources and results. Publications and their associated data and software will be assured of long-term preservation and curation in the repository. Further, analysing research data and the evaluations described in publications frequently requires a number of execution stages many of which are iterative. The VL provides a scientific workflow environment to combine software services into a processing tree. These workflows can also be associated with publications and executed by users. The VL also provides a secure environment where users can decide the access rights for each resource to ensure copyright and privacy restrictions are met.","Victoria Hodge, Mark Jessop, ... Jim Austin",2015-08-26
Best behaviour? Ontologies and the formal description of animal behaviour,/article/10.1007/s00335-015-9590-y,"The development of ontologies for describing animal behaviour has proved to be one of the most difficult of all scientific knowledge domains. Ranging from neurological processes to human emotions, the range and scope needed for such ontologies is highly challenging, but if data integration and computational tools such as automated reasoning are to be fully applied in this important area the underlying principles of these ontologies need to be better established and development needs detailed coordination. Whilst the state of scientific knowledge is always paramount in ontology and formal description framework design, this is a particular problem with neurobehavioural ontologies where our understanding of the relationship between behaviour and its underlying biophysical basis is currently in its infancy. In this commentary, we discuss some of the fundamental problems in designing and using behaviour ontologies, and present some of the best developed tools in this domain.","Georgios V. Gkoutos, Robert Hoehndorf, ... Paul N. Schofield",2015-07-28
Alexei Vyssotski,/article/10.1038/nmeth.3150,"An avian backpack for discerning individual zebra finches' songs and studying cognition comes to Switzerland via Novosibirsk, Russia.",Vivien Marx,2014-10-30
Handling and Analyzing Meshed Rendering of Segmented Structures From 3D Image Stacks in Blender,/article/10.1007/s12021-014-9250-5,"Sommer, C., Straehle, C., Ullrich, K. & Hamprecht, F. A. (2011). ilastik: Interactive Learning and Segmentation Toolkit. Proceedings of the Eighth IEEE International Symposium on Biomedical Imaging (ISBI). 230–233.",Omar Gutierrez-Arenas,2014-11-18
Advanced 3D visualisation of detailed neuronal models using the Open Source Brain repository and interaction with other neuroinformatics resources,/article/10.1186/1471-2202-14-S1-P363,"With the ever increasing complexity of models and applications used in computational neuroscience it is becoming clear that no one researcher or lab can produce and maintain detailed models which are applicable to a wide range of research questions, and can be used across the diverse tools available for simulation and analysis. A more collaborative approach to neuronal model development, inspired by the success of the open source software movement, is required [1]. The Open Source Brain repository (OSB, http://www.opensourcebrain.org) is being developed to enable researchers to collaboratively develop computational models of cells and networks which are well tested and documented and can be run across multiple simulators. This is enabled through the use of advanced distributed version control technologies and by converting the models to open, standardised formats like NeuroML [2], allowing the models to be used by the increasing range of simulators and other applications in the NeuroML ""ecosystem"". The current version of OSB contains models from diverse brain regions including neocortex and cerebellum, invertebrate models as well as more abstract cell and network models. OSB complements existing model archives which have traditionally concentrated on providing snapshots of published models. The cell, ion channel, synapse and network models in OSB develop over time to ensure they reflect known physiology and best practices in modelling. OSB users can comment on/extend/help to debug any model as well as contribute their own.","Padraig Gleeson, Matteo Cantarelli, ... R Angus Silver",2013-07-08
Aggressive behavior: Genetic and physiological mechanisms,/article/10.1134/S2079059715040085,"The paper presents a review of the literature on the genetic determination of intraspecific aggressive behavior, one of the most complex and universal forms of social behavior in animals on different rungs of the evolutionary ladder. We consider the existing experimental approaches and new opportunities based on recent molecular technologies. The comprehensive approach allows investigating the evolutionary, genetic, and biological roots of aggression and its manifestations under different environmental and social factors, as well as genetic predispositions. The social importance of the problem is noted. The review considers the phenomenology of aggression and mechanisms that stimulate or prevent it. It is supposed that the main social mechanism deterring aggression in a population is the dominance–subordination relationships. Neurobiological determinants of aggression and the role of hereditary factors in controlling aggressive behavior in animals and humans are considered. By the example of neurochemical brain changes in male mice exposed to repeated aggression in daily agonistic intermale interactions, we present the research model “from behavior to the gene.” It is noted in the discussion that the same genes that influence aggressiveness in human were revealed in the experimental studies in animals of different strains, as well as in knockout and transgenic animals. They include genes for transporters supporting serotonin reuptake and enzymes involved in the synthesis and catabolism of serotonin and catecholamines. In conclusion, we consider the prospects of transcriptome studies and problems of the epigenetic regulation of aggressive behavior.","N. N. Kudryavtseva, A. L. Markel, Yu. L. Orlov",2015-07-01
Learning of semi-empirical neural network model of aircraft three-axis rotational motion,/article/10.3103/S1060992X15030042,We analyze the problems of mathematical and computer simulation of the controlled motion of an aircraft when the knowledge about the object and its operation condition is insufficient. The goal of this paper is to develop a class of modular semi-empirical dynamic models that combine the capabilities of theoretical and neural network based simulations. We analyze the learning procedure of such models in generating a multi-step forecast.,"M. V. Egorchev, Yu. V. Tiumentsev",2015-07-01
Interview with Werner von Seelen,/article/10.1007/s13218-015-0368-x,"CITEC, Bielefeld University, 33615, Bielefeld, Germany",Benjamin Paaßen,2015-05-08
The rise of large-scale imaging studies in psychiatry,/article/10.1186/2047-217X-3-29,"From the initial arguments over whether 12 to 20 subjects were sufficient for an fMRI study, sample sizes in psychiatric neuroimaging studies have expanded into the tens of thousands. These large-scale imaging studies fall into several categories, each of which has specific advantages and challenges. The different study types can be grouped based on their level of control: meta-analyses, at one extreme of the spectrum, control nothing about the imaging protocol or subject selection criteria in the datasets they include, On the other hand, planned multi-site mega studies pour intense efforts into strictly having the same protocols. However, there are several other combinations possible, each of which is best used to address certain questions. The growing investment of all these studies is delivering on the promises of neuroimaging for psychiatry, and holds incredible potential for impact at the level of the individual patient. However, to realize this potential requires both standardized data-sharing efforts, so that there is more staying power in the datasets for re-use and new applications, as well as training the next generation of neuropsychiatric researchers in “Big Data” techniques in addition to traditional experimental methods. The increased access to thousands of datasets along with the needed informatics demands a new emphasis on integrative scientific methods.",Jessica A Turner,2014-11-25
"World Congress on Osteoporosis, Osteoarthritis and Musculoskeletal Diseases (WCO-IOF-ESCEO 2023)",/article/10.1007/s40520-023-02442-7,A Correction to this paper has been published: https://doi.org/10.1007/s40520-023-02581-x,Valentina Corio,2023-07-21
DICOM for Clinical Research: PACS-Integrated Electronic Data Capture in Multi-Center Trials,/article/10.1007/s10278-015-9802-8,"Providing surrogate endpoints in clinical trials, medical imaging has become increasingly important in human-centered research. Nowadays, electronic data capture systems (EDCS) are used but binary image data is integrated insufficiently. There exists no structured way, neither to manage digital imaging and communications in medicine (DICOM) data in EDCS nor to interconnect EDCS with picture archiving and communication systems (PACS). Manual detours in the trial workflow yield errors, delays, and costs. In this paper, requirements for a DICOM-based system interconnection of EDCS and research PACS are analysed. Several workflow architectures are compared. Optimized for multi-center trials, we propose an entirely web-based solution integrating EDCS, PACS, and DICOM viewer, which has been implemented using the open source projects OpenClinica, DCM4CHEE, and Weasis, respectively. The EDCS forms the primary access point. EDCS to PACS interchange is integrated seamlessly on the data and the context levels. DICOM data is viewed directly from the electronic case report form (eCRF), while PACS-based management is hidden from the user. Data privacy is ensured by automatic de-identification and re-labelling with study identifiers. Our concept is evaluated on a variety of 13 DICOM modalities and transfer syntaxes. We have implemented the system in an ongoing investigator-initiated trial (IIT), where five centers have recruited 24 patients so far, performing decentralized computed tomography (CT) screening. Using our system, the chief radiologist is reading DICOM data directly from the eCRF. Errors and workflow processing time are reduced. Furthermore, an imaging database is built that may support future research.","Daniel Haak, Charles-E. Page, ... Thomas M. Deserno",2015-05-23
Myelination-related genes are associated with decreased white matter integrity in schizophrenia,https://www.nature.com/articles/ejhg2015120,"Disruptions in white matter (WM) tract structures have been implicated consistently in the pathophysiology of schizophrenia. Global WM integrity – as measured by fractional anisotropy (FA) – is highly heritable and may provide a good endophenotype for genetic studies of schizophrenia. WM abnormalities in schizophrenia are not localized to one specific brain region but instead reflect global low-level decreases in FA coupled with focal abnormalities. In this study, we sought to investigate whether functional gene sets associated with schizophrenia are also associated with WM integrity. We analyzed FA and genetic data from the Mind Research Network Clinical Imaging Consortium to study the effect of multiple oligodendrocyte gene sets on schizophrenia and WM integrity using a functional gene set analysis in 77 subjects with schizophrenia and 104 healthy controls. We found that a gene set involved in myelination was significantly associated with schizophrenia and FA. This gene set includes 17 genes that are expressed in oligodendrocytes and one neuronal gene (NRG1) that is known to regulate myelination. None of the genes within the gene set were associated with schizophrenia or FA individually, suggesting that no single gene was driving the association of the gene set. Our findings support the hypothesis that multiple genetic variants in myelination-related genes contribute to the observed correlation between schizophrenia and decreased WM integrity as measured by FA.","Ivan Chavarria-Siles, Tonya White, ... Danielle Posthuma",2015-05-27
The human brain project: neuroscience perspectives and German contributions,/article/10.1007/s13295-014-0058-4,"Studying the human brain remains one of the greatest scientific challenges. A comprehensive understanding of the structural and functional organization of the brain is not only of great importance for basic science, but also for the development of new approaches that improve diagnosis and the treatment of neurological and psychiatric diseases. Thus, the Human Brain Project (HBP) was started in October 2013. The immense complexity of the brain, with its approximately 86 billion nerve cells, makes it essential to include modeling and simulation approaches, combined with methods of high performance computing (HPC), in order to analyze the organizational principles of the brain. Conversely, the understanding of neural mechanisms might inspire new advancements for HPC. The project will be funded with approximately € 1.19 billion, with 75 % of funding from the EU, and the rest provided by partner countries and their institutions. The HBP currently involves about 80 institutions from 22 countries and has a duration of 10 years, thus, making it one of the world’s largest research initiatives. This article is designed to give a brief overview of the HBP organization, and to illustrate the German neuroscientific contributions to the HBP and indicate the relationship to other projects within the HBP.","K. Amunts, A. Lindner, K. Zilles",2014-09-12
Kuramoto model simulation of neural hubs and dynamic synchrony in the human cerebral connectome,/article/10.1186/s12868-015-0193-z,"The topological structure of the wiring of the mammalian brain cortex plays an important role in shaping the functional dynamics of large-scale neural activity. Due to their central embedding in the network, high degree hub regions and their connections (often referred to as the ‘rich club’) have been hypothesized to facilitate intermodular neural communication and global integration of information by means of synchronization. Here, we examined the theoretical role of anatomical hubs and their wiring in brain dynamics. The Kuramoto model was used to simulate interaction of cortical brain areas by means of coupled phase oscillators—with anatomical connections between regions derived from diffusion weighted imaging and module assignment of brain regions based on empirically determined resting-state data.","Ruben Schmidt, Karl J. R. LaFleur, ... Martijn P. van den Heuvel",2015-09-02
Comparing ambient temperature account methods in neural network based city short-term load forecasting,/article/10.3103/S1060992X15030108,"We offer a neural network model for forecasting the next day’s hourly electric load of a city. We use a few ambient temperature account methods in the research to see how each of them affects the forecasting accuracy. Optimal meta-parameters are determined to tune the neural network to give best forecasts. Among such meta-parameters are the data history depth, data seasonality radius and regularization parameter of neural network weights. A multilayer perceptron is used to make forecasts. It is shown that the electric load can be forecasted most accurately when an additional neural network forecasts hourly ambient temperatures using actual hourly temperatures of the previous day and the weather station’s temperature predictions for the forecast day.","I. E. Shepelev, I. I. Nadtoka, ... S. O. Gubsky",2015-07-01
A locally adaptive time stepping algorithm for the solution to reaction diffusion equations on branched structures,/article/10.1007/s10444-015-9437-9,"In this paper, we present a numerical method for solving reaction-diffusion equations on one dimensional branched structures. Through the use of a simple domain decomposition scheme, the many branches are decoupled so that the equations can be solved as a system of smaller problems that are tri-diagonal. This technique allows for locally adaptive time stepping, in which the time step used in each branch is determined by local activity. Though the method is presented in the specific context of electrical activity in neural systems, it is sufficiently general that it can be applied to other classes of reaction-diffusion problems and higher dimensions. Information in neurons, which can be effectively modeled as one-dimensional branched structures, is carried in the form of electrical impulses called action potentials. The model equations, based on the Hodgkin-Huxley cable equations, are a set of reaction equations coupled to a single diffusion process. Locally adaptive time stepping schemes are well suited to neural simulations due to the spatial localization of activity. The algorithm significantly reduces the computational cost compared to existing methods, especially for large scale simulations.","Richard A. Kublik, David L. Chopp",2016-02-02
Natural-constructive approach to modeling the cognitive process,/article/10.1134/S0006350916010061,"We present a “natural-constructive approach” to modeling the cognitive process, which is based on the dynamic theory of information, the technique of nonlinear differential equations, and the concept of a “dynamic formal neuron.” The version of cognitive architecture that was designed within the natural-constructive approach is presented. One important constructive feature of this architecture consists in splitting up the entire system into two similar hemi-systems (by analogy with the right and left cerebral hemispheres). One of these is responsible for the generation of information and learning, with other one being responsible for the reception and processing of well-known information. This functional specialization is provided by the presence of noise (a random factor) in the generation hemi-system; in the reception hemi-system, all the processes should proceed successively rather than stochastically. The interpretation of the concepts of intuition, logic, consciousness, and sub-consciousness is discussed. The architecture that is designed within the natural-constructive approach is compared with other theoretical approaches (graph theory and the “cognitom” concept), and with anatomical data. The concept of an experiment is proposed that could verify or disprove the main inferences of the natural-constructive approach.","O. D. Chernavskaya, D. S. Chernavskii",2016-01-01
